date,time,open,high,low,close,expiry_date,open_interest_call,volume_call,close_call,low_call,high_call,open_call,strike_price,open_put,high_put,low_put,close_put,volume_put,open_interest_put
2020-01-13,09:15:00,12285.8,12318.15,12285.8,12316.0,16-JAN-2020,1522875,482253,74.4,58.1,75.9,74.25,12300,68.1,71.7,59.15,59.7,205278,784650
2020-01-13,09:15:00,12285.8,12318.15,12285.8,12316.0,16-JAN-2020,770850,225978,49.35,36.05,49.7,40.05,12350,82.75,92.8,81.75,84.6,18828,48300
2020-01-13,09:16:00,12317.15,12317.15,12310.65,12314.85,16-JAN-2020,1522875,380325,76.05,71.65,76.4,74.05,12300,60.4,61.15,59.5,60.05,217950,784650
2020-01-13,09:16:00,12317.15,12317.15,12310.65,12314.85,16-JAN-2020,770850,253575,50.05,46.7,50.45,48.7,12350,84.75,85.7,83.95,84.65,45000,48300
2020-01-13,09:17:00,12316.35,12325.05,12315.75,12319.45,16-JAN-2020,1477050,418275,77.15,76.45,80.0,76.45,12300,60.2,60.2,57.0,57.55,229500,959550
2020-01-13,09:17:00,12316.35,12325.05,12315.75,12319.45,16-JAN-2020,721050,202050,50.4,50.2,53.4,50.25,12350,84.6,84.6,80.45,80.7,47925,71625
2020-01-13,09:18:00,12320.6,12328.0,12320.1,12327.15,16-JAN-2020,1477050,373875,82.15,77.25,83.45,77.25,12300,57.6,57.6,53.3,54.4,319875,959550
2020-01-13,09:18:00,12320.6,12328.0,12320.1,12327.15,16-JAN-2020,721050,313800,54.6,50.45,55.75,50.45,12350,81.0,81.25,75.9,77.5,46050,71625
2020-01-13,09:19:00,12327.7,12327.7,12321.95,12327.3,16-JAN-2020,1477050,204300,81.75,78.7,81.8,81.8,12300,54.8,56.15,53.05,53.05,216225,959550
2020-01-13,09:19:00,12327.7,12327.7,12321.95,12327.3,16-JAN-2020,721050,151725,54.0,51.75,54.25,54.0,12350,77.25,79.55,75.0,75.0,76575,71625
2020-01-13,09:20:00,12327.35,12331.4,12325.15,12330.2,16-JAN-2020,1474500,188700,83.55,81.9,84.6,81.9,12300,53.3,53.3,50.6,51.25,271650,1225575
2020-01-13,09:20:00,12327.35,12331.4,12325.15,12330.2,16-JAN-2020,790950,159225,55.05,54.0,56.15,54.0,12350,75.0,75.0,72.0,72.6,57525,132750
2020-01-13,09:21:00,12330.55,12333.45,12324.65,12325.4,16-JAN-2020,1474500,180075,81.1,80.8,85.75,84.4,12300,50.85,52.7,50.0,52.4,262800,1225575
2020-01-13,09:21:00,12330.55,12333.45,12324.65,12325.4,16-JAN-2020,790950,128025,53.55,53.3,56.9,55.65,12350,72.3,75.05,70.9,74.15,47625,132750
2020-01-13,09:22:00,12325.3,12335.35,12325.0,12330.15,16-JAN-2020,1474500,140775,83.1,80.55,84.75,81.1,12300,52.45,53.0,50.6,51.65,250875,1225575
2020-01-13,09:22:00,12325.3,12335.35,12325.0,12330.15,16-JAN-2020,790950,128850,55.3,53.25,56.3,53.7,12350,74.3,75.05,72.05,73.15,61725,132750
2020-01-13,09:23:00,12330.45,12337.7,12327.9,12337.7,16-JAN-2020,1477050,199500,85.85,82.85,86.2,83.0,12300,51.65,51.75,50.0,50.25,175425,1476975
2020-01-13,09:23:00,12330.45,12337.7,12327.9,12337.7,16-JAN-2020,885675,143475,57.05,54.8,57.6,55.05,12350,73.2,73.45,70.5,71.2,60825,196200
2020-01-13,09:24:00,12337.05,12337.75,12331.25,12331.65,16-JAN-2020,1477050,113025,84.7,83.35,86.5,85.7,12300,50.25,52.25,50.15,52.25,141975,1476975
2020-01-13,09:24:00,12337.05,12337.75,12331.25,12331.65,16-JAN-2020,885675,140325,56.2,55.05,57.3,56.9,12350,71.6,73.65,71.25,73.65,59100,196200
2020-01-13,09:25:00,12332.85,12333.7,12324.55,12325.1,16-JAN-2020,1477050,149475,81.5,80.7,85.2,85.05,12300,51.95,54.2,51.8,54.1,166425,1476975
2020-01-13,09:25:00,12332.85,12333.7,12324.55,12325.1,16-JAN-2020,885675,161325,53.65,53.0,56.6,56.05,12350,73.15,76.8,73.15,76.4,77100,196200
2020-01-13,09:26:00,12325.25,12326.0,12316.75,12319.85,16-JAN-2020,1512225,206400,79.65,78.0,82.5,81.2,12300,53.85,55.9,53.65,54.55,237450,1592475
2020-01-13,09:26:00,12325.25,12326.0,12316.75,12319.85,16-JAN-2020,1006200,138000,52.3,50.6,54.3,53.55,12350,76.7,79.3,76.0,77.7,124200,270900
2020-01-13,09:27:00,12321.2,12321.3,12318.1,12320.05,16-JAN-2020,1512225,122475,79.45,78.05,79.85,79.2,12300,54.7,56.25,54.4,55.7,155775,1592475
2020-01-13,09:27:00,12321.2,12321.3,12318.1,12320.05,16-JAN-2020,1006200,109950,52.5,51.3,52.5,52.15,12350,77.85,80.05,77.55,79.0,101025,270900
2020-01-13,09:28:00,12320.45,12322.05,12317.5,12321.35,16-JAN-2020,1512225,98250,81.3,78.3,81.6,80.0,12300,55.3,56.35,54.95,54.95,126000,1592475
2020-01-13,09:28:00,12320.45,12322.05,12317.5,12321.35,16-JAN-2020,1006200,101400,53.95,51.5,53.95,52.8,12350,78.4,79.95,77.85,77.85,47100,270900
2020-01-13,09:29:00,12322.1,12325.0,12320.4,12325.0,16-JAN-2020,1626450,97950,81.95,80.25,82.6,81.4,12300,54.7,55.05,53.7,54.2,134850,1576875
2020-01-13,09:29:00,12322.1,12325.0,12320.4,12325.0,16-JAN-2020,1042050,70875,54.3,52.9,54.65,53.7,12350,77.95,78.05,76.2,76.7,14475,370800
2020-01-13,09:30:00,12325.65,12330.95,12324.8,12330.85,16-JAN-2020,1626450,103650,83.4,82.2,84.45,82.2,12300,54.15,54.15,52.0,52.35,115950,1576875
2020-01-13,09:30:00,12325.65,12330.95,12324.8,12330.85,16-JAN-2020,1042050,73800,55.1,54.3,56.05,54.3,12350,76.25,76.3,74.15,74.7,27600,370800
2020-01-13,09:31:00,12330.55,12330.7,12322.35,12324.0,16-JAN-2020,1626450,120450,81.3,79.45,84.1,83.25,12300,52.6,54.55,52.0,53.65,117450,1576875
2020-01-13,09:31:00,12330.55,12330.7,12322.35,12324.0,16-JAN-2020,1042050,75975,53.75,52.55,56.05,55.2,12350,74.8,77.45,74.1,76.3,22500,370800
2020-01-13,09:32:00,12324.6,12327.55,12324.05,12327.15,16-JAN-2020,1634550,59175,82.7,80.8,83.25,81.1,12300,53.95,53.95,52.55,52.55,62925,1664550
2020-01-13,09:32:00,12324.6,12327.55,12324.05,12327.15,16-JAN-2020,1082325,41100,55.05,53.6,55.15,53.8,12350,76.3,76.8,75.0,75.2,19275,384000
