date,time,open,high,low,close,expiry_date,open_interest_call,volume_call,close_call,low_call,high_call,open_call,strike_price,open_put,high_put,low_put,close_put,volume_put,open_interest_put
2020-01-17,09:15:00,12333.15,12335.8,12321.4,12327.85,23-JAN-2020,586200,151502,49.0,47.95,56.55,49.4,12350,99.95,100.0,75.0,81.85,121352,735975
2020-01-17,09:15:00,12333.15,12335.8,12321.4,12327.85,23-JAN-2020,1172100,323253,30.95,28.45,39.8,39.8,12400,112.8,120.0,107.1,114.75,76803,422700
2020-01-17,09:16:00,12328.2,12331.7,12324.5,12331.7,23-JAN-2020,586200,132975,50.0,48.75,50.2,48.9,12350,82.55,82.75,77.0,77.0,56625,735975
2020-01-17,09:16:00,12328.2,12331.7,12324.5,12331.7,23-JAN-2020,1172100,180000,31.7,30.7,32.0,30.75,12400,113.7,114.95,108.85,108.85,42000,422700
2020-01-17,09:17:00,12332.25,12342.65,12332.25,12339.05,23-JAN-2020,717000,166725,56.0,50.05,56.85,50.05,12350,76.8,76.8,71.0,74.55,43575,759075
2020-01-17,09:17:00,12332.25,12342.65,12332.25,12339.05,23-JAN-2020,1315275,210900,36.1,31.7,36.65,31.8,12400,108.0,108.15,101.0,104.55,42600,433050
2020-01-17,09:18:00,12338.85,12349.65,12337.85,12340.55,23-JAN-2020,717000,166200,58.0,55.4,60.95,55.55,12350,74.8,79.0,72.75,76.95,101025,759075
2020-01-17,09:18:00,12338.85,12349.65,12337.85,12340.55,23-JAN-2020,1315275,258300,37.65,35.7,40.0,35.75,12400,105.5,109.1,101.4,106.25,95700,433050
2020-01-17,09:19:00,12338.8,12348.35,12338.8,12342.1,23-JAN-2020,717000,148500,58.55,57.75,61.05,57.9,12350,76.85,76.85,73.0,75.65,71025,759075
2020-01-17,09:19:00,12338.8,12348.35,12338.8,12342.1,23-JAN-2020,1315275,216825,38.25,37.6,40.15,37.6,12400,106.65,106.65,102.35,105.65,70350,433050
2020-01-17,09:20:00,12342.15,12347.05,12337.85,12346.55,23-JAN-2020,786975,101250,60.75,56.5,61.0,59.25,12350,74.5,77.2,73.25,73.25,53475,795225
2020-01-17,09:20:00,12342.15,12347.05,12337.85,12346.55,23-JAN-2020,1393500,167625,40.3,37.0,40.5,38.75,12400,105.0,107.5,102.45,103.05,24225,468825
2020-01-17,09:21:00,12345.8,12350.55,12343.8,12348.2,23-JAN-2020,786975,108150,62.05,59.35,62.5,60.75,12350,73.7,75.6,72.5,73.8,61575,795225
2020-01-17,09:21:00,12345.8,12350.55,12343.8,12348.2,23-JAN-2020,1393500,173850,41.1,39.0,41.4,40.05,12400,102.75,105.6,101.1,102.9,38775,468825
2020-01-17,09:22:00,12347.05,12353.4,12346.95,12353.4,23-JAN-2020,786975,98625,63.4,61.3,63.95,62.0,12350,73.95,74.25,70.25,71.65,82050,795225
2020-01-17,09:22:00,12347.05,12353.4,12346.95,12353.4,23-JAN-2020,1393500,160650,42.5,40.75,42.5,41.0,12400,103.05,103.5,99.2,100.25,45225,468825
2020-01-17,09:23:00,12353.95,12356.55,12347.95,12356.55,23-JAN-2020,833025,158250,66.05,62.2,66.9,64.3,12350,70.8,72.55,68.4,69.45,91575,835800
2020-01-17,09:23:00,12353.95,12356.55,12347.95,12356.55,23-JAN-2020,1445100,193125,44.15,41.3,44.7,42.95,12400,99.6,101.95,96.55,97.55,54825,490425
2020-01-17,09:24:00,12356.7,12357.4,12349.9,12351.6,23-JAN-2020,833025,96600,64.2,63.4,66.35,66.2,12350,69.55,72.0,69.05,71.6,63375,835800
2020-01-17,09:24:00,12356.7,12357.4,12349.9,12351.6,23-JAN-2020,1445100,144075,43.1,42.45,44.45,43.9,12400,98.2,100.9,97.4,100.05,60075,490425
2020-01-17,09:25:00,12352.35,12353.3,12344.55,12344.55,23-JAN-2020,833025,82875,61.8,61.4,64.85,64.3,12350,71.5,73.9,70.65,73.3,76350,835800
2020-01-17,09:25:00,12352.35,12353.3,12344.55,12344.55,23-JAN-2020,1445100,115350,41.15,40.8,43.4,43.05,12400,100.1,103.0,99.25,102.55,39000,490425
2020-01-17,09:26:00,12344.5,12348.3,12341.5,12345.65,23-JAN-2020,918525,92775,61.15,60.6,62.75,61.3,12350,73.6,74.6,72.45,74.05,63525,910275
2020-01-17,09:26:00,12344.5,12348.3,12341.5,12345.65,23-JAN-2020,1503150,124650,40.55,40.2,41.7,40.75,12400,103.35,104.15,101.25,102.95,41550,530550
2020-01-17,09:27:00,12346.45,12350.7,12345.7,12346.6,23-JAN-2020,918525,49800,63.0,61.6,63.75,61.6,12350,73.95,73.95,71.75,72.9,45225,910275
2020-01-17,09:27:00,12346.45,12350.7,12345.7,12346.6,23-JAN-2020,1503150,109875,42.0,40.8,42.6,40.8,12400,103.0,103.0,100.45,101.45,15150,530550
2020-01-17,09:28:00,12347.9,12352.1,12347.3,12349.2,23-JAN-2020,918525,52350,63.85,62.8,65.1,62.8,12350,72.8,72.9,70.7,72.2,39900,910275
2020-01-17,09:28:00,12347.9,12352.1,12347.3,12349.2,23-JAN-2020,1503150,75225,42.5,41.95,43.4,42.05,12400,101.2,101.7,98.95,100.7,19725,530550
2020-01-17,09:29:00,12349.05,12350.1,12348.1,12348.8,23-JAN-2020,935250,52950,62.85,62.85,65.0,63.9,12350,72.0,72.5,70.4,72.2,29400,946350
2020-01-17,09:29:00,12349.05,12350.1,12348.1,12348.8,23-JAN-2020,1550775,108525,41.55,41.55,43.3,42.75,12400,100.95,101.7,98.75,100.25,23475,518025
2020-01-17,09:30:00,12348.15,12348.15,12343.55,12344.35,23-JAN-2020,935250,41700,61.5,60.55,63.0,63.0,12350,72.05,74.35,72.05,74.15,55275,946350
2020-01-17,09:30:00,12348.15,12348.15,12343.55,12344.35,23-JAN-2020,1550775,97950,40.7,39.75,41.65,41.65,12400,100.95,103.7,100.95,103.0,24600,518025
2020-01-17,09:31:00,12344.55,12344.55,12340.95,12342.75,23-JAN-2020,935250,48825,61.05,60.15,61.3,60.95,12350,74.7,75.55,74.5,74.85,107775,946350
2020-01-17,09:31:00,12344.55,12344.55,12340.95,12342.75,23-JAN-2020,1550775,86550,40.15,39.6,40.45,40.25,12400,103.75,105.25,103.55,104.0,31200,518025
2020-01-17,09:32:00,12343.7,12343.95,12336.5,12336.5,23-JAN-2020,952875,92475,57.4,57.4,61.35,60.9,12350,75.2,78.8,75.1,78.65,121800,998250
2020-01-17,09:32:00,12343.7,12343.95,12336.5,12336.5,23-JAN-2020,1585425,121800,37.6,37.6,40.45,40.3,12400,104.25,108.8,104.0,108.8,49200,513825
2020-01-17,09:33:00,12336.25,12336.25,12330.75,12333.3,23-JAN-2020,952875,103350,56.55,55.5,57.25,57.25,12350,78.9,81.5,78.75,79.15,193650,998250
2020-01-17,09:33:00,12336.25,12336.25,12330.75,12333.3,23-JAN-2020,1585425,163275,36.8,36.25,37.7,37.6,12400,109.0,112.1,108.95,108.95,113250,513825
2020-01-17,09:34:00,12334.1,12339.65,12333.15,12336.7,23-JAN-2020,952875,74025,58.65,56.05,60.0,56.05,12350,79.25,80.0,76.45,77.8,85200,998250
2020-01-17,09:34:00,12334.1,12339.65,12333.15,12336.7,23-JAN-2020,1585425,142725,38.4,36.85,39.5,36.85,12400,109.4,110.0,105.05,107.85,42525,513825
2020-01-17,09:35:00,12336.95,12339.0,12335.35,12335.35,23-JAN-2020,996150,39375,57.5,57.5,59.35,58.4,12350,77.6,80.5,77.15,80.5,75525,1061475
2020-01-17,09:35:00,12336.95,12339.0,12335.35,12335.35,23-JAN-2020,1612725,80175,37.8,37.75,39.0,38.4,12400,107.35,110.55,106.3,110.55,30900,511800
2020-01-17,09:36:00,12336.0,12340.85,12334.2,12340.25,23-JAN-2020,996150,30825,58.85,57.15,59.45,58.05,12350,79.55,81.2,77.5,78.25,67125,1061475
2020-01-17,09:36:00,12336.0,12340.85,12334.2,12340.25,23-JAN-2020,1612725,68250,38.7,37.45,39.0,38.15,12400,110.2,111.2,107.0,107.65,23850,511800
2020-01-17,09:37:00,12340.3,12341.25,12337.1,12339.1,23-JAN-2020,996150,48675,58.3,57.55,59.45,59.0,12350,78.1,80.75,78.1,79.6,80100,1061475
2020-01-17,09:37:00,12340.3,12341.25,12337.1,12339.1,23-JAN-2020,1612725,54675,38.45,37.9,39.1,38.8,12400,107.55,110.6,107.5,109.55,25650,511800
2020-01-17,09:38:00,12337.8,12341.1,12337.8,12339.9,23-JAN-2020,1027800,48900,59.4,58.05,59.8,58.3,12350,79.9,80.0,78.4,79.0,86025,1146975
2020-01-17,09:38:00,12337.8,12341.1,12337.8,12339.9,23-JAN-2020,1660500,69375,39.1,38.2,39.45,38.35,12400,109.55,110.0,107.65,109.2,20700,514425
2020-01-17,09:39:00,12340.05,12346.8,12340.05,12345.2,23-JAN-2020,1027800,86775,61.35,59.0,63.1,59.0,12350,79.35,79.5,73.25,75.05,94050,1146975
2020-01-17,09:39:00,12340.05,12346.8,12340.05,12345.2,23-JAN-2020,1660500,107700,40.55,38.95,41.7,38.95,12400,108.7,108.7,102.3,104.15,47775,514425
