date,time,open,high,low,close,expiry_date,open_interest_call,volume_call,close_call,low_call,high_call,open_call,strike_price,open_put,high_put,low_put,close_put,volume_put,open_interest_put
2020-01-15,09:15:00,12346.2,12347.1,12322.15,12330.95,16-JAN-2020,1117350,245027,26.5,25.5,42.0,42.0,12350,48.0,61.75,46.05,55.3,317628,1336725
2020-01-15,09:15:00,12346.2,12347.1,12322.15,12330.95,16-JAN-2020,1198725,327377,51.75,48.65,65.0,65.0,12300,29.5,35.0,25.05,30.75,600228,3162675
2020-01-15,09:16:00,12329.65,12330.25,12324.8,12326.85,16-JAN-2020,1117350,358425,22.75,22.35,26.5,26.5,12350,54.9,59.0,54.5,58.5,226575,1336725
2020-01-15,09:16:00,12329.65,12330.25,12324.8,12326.85,16-JAN-2020,1198725,381675,46.4,45.65,51.95,51.65,12300,30.55,32.8,30.4,32.25,437175,3162675
2020-01-15,09:17:00,12327.2,12330.0,12325.85,12329.8,16-JAN-2020,1176675,271800,25.4,22.15,25.4,22.7,12350,58.1,58.95,56.45,57.6,243900,1289925
2020-01-15,09:17:00,12327.2,12330.0,12325.85,12329.8,16-JAN-2020,1455600,207600,49.5,45.3,49.5,46.65,12300,32.15,33.0,30.9,31.55,370125,3213300
2020-01-15,09:18:00,12328.7,12329.6,12324.7,12326.25,16-JAN-2020,1176675,263775,24.55,23.25,25.45,25.15,12350,57.6,60.4,57.6,60.35,222450,1289925
2020-01-15,09:18:00,12328.7,12329.6,12324.7,12326.25,16-JAN-2020,1455600,251625,47.75,46.15,49.5,49.5,12300,31.55,33.65,31.55,33.3,445800,3213300
2020-01-15,09:19:00,12324.7,12326.5,12320.15,12321.2,16-JAN-2020,1176675,207975,23.6,23.1,24.9,24.6,12350,60.4,61.7,59.25,60.8,141600,1289925
2020-01-15,09:19:00,12324.7,12326.5,12320.15,12321.2,16-JAN-2020,1455600,156150,46.3,45.95,48.35,47.6,12300,33.2,34.2,32.8,33.45,276000,3213300
2020-01-15,09:20:00,12321.65,12325.85,12320.65,12323.6,16-JAN-2020,1332750,195300,23.95,23.0,24.35,23.9,12350,60.5,61.9,58.25,59.2,107475,1460250
2020-01-15,09:20:00,12321.65,12325.85,12320.65,12323.6,16-JAN-2020,1641525,237525,47.45,45.5,48.15,47.0,12300,33.5,34.25,31.8,32.5,421575,3225375
