date,time,open,high,low,close,expiry_date,open_interest_call,volume_call,close_call,low_call,high_call,open_call,strike_price,open_put,high_put,low_put,close_put,volume_put,open_interest_put
2020-01-14,09:15:00,12328.3,12335.35,12313.2,12315.75,16-JAN-2020,878700,220578,33.8,31.1,53.65,51.0,12350,69.7,82.5,68.25,78.85,102078,455775
2020-01-14,09:15:00,12328.3,12335.35,12313.2,12315.75,16-JAN-2020,1414800,338102,57.3,54.0,74.2,70.0,12300,49.95,55.4,41.65,52.0,391427,1957875
2020-01-14,09:16:00,12315.35,12315.35,12308.7,12310.05,16-JAN-2020,878700,148050,31.45,31.0,33.95,33.95,12350,78.9,81.7,78.6,81.7,90975,455775
2020-01-14,09:16:00,12315.35,12315.35,12308.7,12310.05,16-JAN-2020,1414800,251550,53.5,52.35,57.6,57.6,12300,52.0,53.75,52.0,53.35,299475,1957875
2020-01-14,09:17:00,12309.7,12315.75,12309.7,12315.75,16-JAN-2020,952725,169050,33.4,30.7,33.4,31.15,12350,81.3,82.35,78.0,78.0,106725,524850
2020-01-14,09:17:00,12309.7,12315.75,12309.7,12315.75,16-JAN-2020,1553850,226350,56.75,52.8,56.75,53.6,12300,53.25,54.0,50.65,50.8,253500,2115225
2020-01-14,09:18:00,12316.6,12322.8,12316.45,12319.05,16-JAN-2020,952725,164475,34.05,33.25,35.35,33.55,12350,77.65,77.7,72.8,76.45,47550,524850
2020-01-14,09:18:00,12316.6,12322.8,12316.45,12319.05,16-JAN-2020,1553850,219600,57.65,56.4,59.45,56.65,12300,50.7,50.7,46.55,49.35,290250,2115225
2020-01-14,09:19:00,12319.75,12320.9,12317.6,12318.7,16-JAN-2020,952725,84075,34.25,33.35,34.65,33.95,12350,76.4,77.7,76.2,77.05,43125,524850
2020-01-14,09:19:00,12319.75,12320.9,12317.6,12318.7,16-JAN-2020,1553850,135750,57.7,56.7,58.2,57.3,12300,49.4,50.5,49.3,49.8,122775,2115225
2020-01-14,09:20:00,12318.05,12321.45,12315.3,12318.4,16-JAN-2020,1046925,132900,34.35,32.7,35.3,34.2,12350,77.15,79.7,76.25,77.55,90825,615075
2020-01-14,09:20:00,12318.05,12321.45,12315.3,12318.4,16-JAN-2020,1689825,147375,57.7,55.45,58.95,57.5,12300,50.4,52.0,49.25,50.4,185850,2218125
2020-01-14,09:21:00,12318.55,12320.6,12316.8,12317.9,16-JAN-2020,1046925,88875,34.4,33.3,34.85,34.15,12350,78.1,79.25,77.5,78.3,80175,615075
2020-01-14,09:21:00,12318.55,12320.6,12316.8,12317.9,16-JAN-2020,1689825,108000,57.65,56.15,58.15,57.45,12300,50.75,51.6,50.25,51.05,162975,2218125
2020-01-14,09:22:00,12317.7,12320.1,12316.9,12318.6,16-JAN-2020,1046925,80625,33.65,33.25,34.55,34.3,12350,78.45,79.4,77.05,78.05,67200,615075
2020-01-14,09:22:00,12317.7,12320.1,12316.9,12318.6,16-JAN-2020,1689825,138150,56.65,56.05,57.8,57.5,12300,51.15,51.8,49.7,50.6,150075,2218125
2020-01-14,09:23:00,12319.0,12319.0,12316.75,12317.95,16-JAN-2020,1123125,76800,33.0,32.75,33.5,33.4,12350,78.05,79.35,78.0,78.7,33675,737625
2020-01-14,09:23:00,12319.0,12319.0,12316.75,12317.95,16-JAN-2020,1791375,90900,55.65,55.4,56.6,56.25,12300,50.45,51.4,50.45,50.9,83475,2331225
2020-01-14,09:24:00,12318.2,12321.55,12317.2,12320.25,16-JAN-2020,1123125,77175,33.85,32.3,34.0,32.9,12350,79.15,79.15,77.0,77.1,60600,737625
2020-01-14,09:24:00,12318.2,12321.55,12317.2,12320.25,16-JAN-2020,1791375,138150,56.95,54.9,57.25,55.45,12300,51.1,51.25,49.5,49.65,149250,2331225
2020-01-14,09:25:00,12321.1,12324.15,12320.9,12323.5,16-JAN-2020,1123125,68775,34.65,33.6,34.7,33.75,12350,77.3,77.4,75.3,75.95,49725,737625
2020-01-14,09:25:00,12321.1,12324.15,12320.9,12323.5,16-JAN-2020,1791375,109725,57.25,56.45,58.1,56.95,12300,50.0,50.0,48.2,49.05,145875,2331225
2020-01-14,09:26:00,12323.4,12325.3,12322.7,12325.1,16-JAN-2020,1174950,57150,34.8,33.85,35.0,34.05,12350,76.55,76.55,74.65,75.3,29250,820650
2020-01-14,09:26:00,12323.4,12325.3,12322.7,12325.1,16-JAN-2020,1903725,83325,58.25,57.2,58.55,57.2,12300,49.4,49.4,48.0,48.7,84525,2446950
2020-01-14,09:27:00,12324.55,12330.5,12324.55,12329.0,16-JAN-2020,1174950,142350,36.5,34.75,37.25,34.75,12350,75.25,75.6,71.75,72.45,37800,820650
2020-01-14,09:27:00,12324.55,12330.5,12324.55,12329.0,16-JAN-2020,1903725,143175,60.4,58.5,61.85,58.5,12300,48.75,48.75,45.75,46.7,143625,2446950
2020-01-14,09:28:00,12329.35,12329.35,12325.8,12326.75,16-JAN-2020,1174950,62700,35.9,35.6,36.8,36.45,12350,72.7,74.55,72.55,73.95,26250,820650
2020-01-14,09:28:00,12329.35,12329.35,12325.8,12326.75,16-JAN-2020,1903725,113625,59.8,59.3,60.9,60.6,12300,46.65,47.9,46.45,47.65,88650,2446950
2020-01-14,09:29:00,12326.2,12328.35,12326.2,12326.35,16-JAN-2020,1211550,65475,35.25,35.25,36.45,35.75,12350,74.55,74.55,73.05,74.55,31875,845325
2020-01-14,09:29:00,12326.2,12328.35,12326.2,12326.35,16-JAN-2020,1938375,93150,58.8,58.8,60.65,59.4,12300,47.75,48.05,46.9,48.05,145950,2537625
2020-01-14,09:30:00,12326.1,12326.1,12319.1,12319.95,16-JAN-2020,1211550,118050,33.7,33.25,35.5,35.25,12350,74.55,76.75,74.55,76.55,44925,845325
