date,time,open,high,low,close,expiry_date,open_interest_call,volume_call,close_call,low_call,high_call,open_call,strike_price,open_put,high_put,low_put,close_put,volume_put,open_interest_put
2020-01-03,09:15:00,12257.0,12263.55,12239.75,12243.0,09-JAN-2020,491100,107928,61.3,51.0,75.0,51.0,12250,40.4,68.0,40.4,66.0,480602,1027050
2020-01-03,09:15:00,12257.0,12263.55,12239.75,12243.0,09-JAN-2020,615825,136203,89.95,76.0,109.35,102.0,12200,26.25,45.0,26.25,44.35,717303,1925400
2020-01-03,09:16:00,12242.8,12246.05,12236.4,12237.75,09-JAN-2020,491100,131625,56.6,56.0,61.9,61.6,12250,65.85,68.7,65.0,68.25,241575,1027050
2020-01-03,09:16:00,12242.8,12246.05,12236.4,12237.75,09-JAN-2020,615825,100500,84.25,83.65,90.8,90.0,12200,44.25,46.05,43.6,46.05,391575,1925400
2020-01-03,09:17:00,12237.0,12239.35,12235.45,12238.1,09-JAN-2020,566025,120525,57.55,56.0,58.2,56.9,12250,68.75,70.5,68.2,68.45,293775,913950
2020-01-03,09:17:00,12237.0,12239.35,12235.45,12238.1,09-JAN-2020,663075,82050,85.45,83.45,86.35,84.6,12200,45.5,48.0,45.5,46.2,422100,1854675
2020-01-03,09:18:00,12238.2,12246.75,12238.2,12239.35,09-JAN-2020,566025,144150,57.3,57.0,60.8,57.5,12250,68.55,68.8,64.2,68.35,143175,913950
2020-01-03,09:18:00,12238.2,12246.75,12238.2,12239.35,09-JAN-2020,663075,99150,85.0,85.0,89.1,85.25,12200,46.2,46.55,43.4,46.4,384900,1854675
2020-01-03,09:19:00,12239.75,12243.5,12237.4,12237.85,09-JAN-2020,566025,109125,55.75,55.75,57.65,57.4,12250,68.3,69.4,66.6,69.4,100275,913950
2020-01-03,09:19:00,12239.75,12243.5,12237.4,12237.85,09-JAN-2020,663075,166125,82.65,82.65,85.2,85.15,12200,46.25,46.65,44.35,46.35,247650,1854675
2020-01-03,09:20:00,12237.6,12239.05,12234.15,12237.55,09-JAN-2020,672750,136575,54.5,52.85,55.65,55.0,12250,69.85,72.0,69.3,69.3,210525,882675
2020-01-03,09:20:00,12237.6,12239.05,12234.15,12237.55,09-JAN-2020,717975,107700,81.6,79.35,82.4,82.4,12200,46.95,48.5,46.6,46.75,291975,1828500
2020-01-03,09:21:00,12237.0,12242.8,12237.0,12242.5,09-JAN-2020,672750,90300,56.3,54.45,56.75,54.45,12250,69.6,69.6,66.3,67.1,80250,882675
2020-01-03,09:21:00,12237.0,12242.8,12237.0,12242.5,09-JAN-2020,717975,113850,83.95,81.5,84.25,81.5,12200,46.7,46.7,44.3,44.8,223350,1828500
2020-01-03,09:22:00,12241.8,12243.0,12239.2,12240.3,09-JAN-2020,672750,70050,54.85,54.65,56.15,56.0,12250,66.8,68.9,66.8,67.5,96750,882675
2020-01-03,09:22:00,12241.8,12243.0,12239.2,12240.3,09-JAN-2020,717975,102675,82.15,81.4,83.65,83.65,12200,44.8,46.0,44.8,45.0,147525,1828500
2020-01-03,09:23:00,12240.2,12246.35,12240.1,12246.35,09-JAN-2020,753675,75225,55.7,54.55,56.25,55.0,12250,67.65,67.95,64.5,65.0,73950,913875
